name,owner,url,version,creation date,stars,watches,forks,contributors,languages,open issues,closed issues,commits,defect_proneness,last year commit #,description,topics,releases_count,Project Name,Useful Lines of Code (ULOC),Software Lines of Code (SLOC),Duplicate Useful Lines of Code,Classes,Files,Architecture Type,Core,Core Size,Central Size,Propagation Cost,Overly Complex Files,Useful Comment Density
loadCSS,filamentgroup,https://github.com/filamentgroup/loadCSS,2019-07-30T13:54:16Z,2014-06-11T12:14:06Z,6187,195,543,25,JavaScript,16,139,290,19.310344827586206,16,A function for loading CSS asynchronously,[],28,filamentgroup/loadCSS,1526,1960,36,2,25,Core-Periphery,True,8.0,76.0,8.320,0.0,21.7
lunr.js,olivernn,https://github.com/olivernn/lunr.js,2019-08-05T13:48:10Z,2011-06-23T20:53:57Z,6272,133,464,23,JavaScript,50,241,512,21.2890625,12,"A bit like Solr, but much smaller and not as bright","['lunr', 'javascript', 'search', 'full-text-search']",61,olivernn/lunr.js,14387,18420,606,32,56,Hierarchical,False,0,0.0,1.786,0.0,42.9
functions-samples,firebase,https://github.com/firebase/functions-samples,2019-08-29T08:44:01Z,2016-10-18T17:40:55Z,6850,370,2332,56,JavaScript,72,269,1115,26.547085201793724,120,Collection of sample apps showcasing popular use cases using Cloud Functions for Firebase,"['faas', 'faas-platform', 'firebase', 'google', 'google-cloud-platform', 'google-cloud-functions', 'google-cloud-storage', 'serverless']",0,firebase/functions-samples,3470,4285,549,14,136,Hierarchical,False,0,34.6,0.925,0.0,34.1
react-pxq,bailicangdu,https://github.com/bailicangdu/react-pxq,2019-08-23T09:18:05Z,2016-11-07T03:30:29Z,6349,324,1979,4,JavaScript,6,91,277,1.444043321299639,5,一个 react + redux 的完整项目 和 个人总结,['react'],0,bailicangdu/react-pxq,1364,1641,190,85,41,Borderline Core-Periphery,True,4.9,31.7,3.153,0.0,46.6
cerebro,KELiON,https://github.com/KELiON/cerebro,2019-04-15T13:59:44Z,2016-07-03T14:42:01Z,6175,159,387,24,JavaScript,137,178,752,25.0,0,Open-source productivity booster with a brain,"['search', 'launcher', 'electron', 'cerebro']",23,KELiON/cerebro,3269,3894,0,9,85,Hierarchical,False,3.5,55.3,4.429,0.0,9.2
wxParse,icindy,https://github.com/icindy/wxParse,2019-05-05T11:39:46Z,2016-10-23T12:25:18Z,6612,254,1541,9,JavaScript,189,116,130,20.76923076923077,0,wxParse-微信小程序富文本解析自定义组件，支持HTML及markdown解析,"['html', 'weixin', 'wxparse-html-markdown', 'markdown', 'weapp']",0,icindy/wxParse,1979,2381,0,,11,Hierarchical,False,0,27.3,10.744,0.0,31.5
vx,hshoff,https://github.com/hshoff/vx,2019-08-24T00:55:26Z,2017-03-15T16:25:41Z,6310,101,290,47,JavaScript,34,202,1294,16.460587326120557,186,🐯react + d3 = vx | visualization components,"['vx', 'react', 'd3', 'visualization', 'chart', 'svg', 'data-visualization']",171,hshoff/vx,36746,42625,10242,21,538,Hierarchical,False,0.4,64.1,0.899,0.0,1.1
helmet,helmetjs,https://github.com/helmetjs/helmet,2019-08-28T21:50:33Z,2012-02-01T22:54:45Z,6298,112,237,21,JavaScript,13,142,556,13.66906474820144,55,Help secure Express apps with various HTTP headers,"['javascript', 'middleware', 'security', 'http-headers']",61,helmetjs/helmet,257,302,62,,3,Hierarchical,False,0,0.0,33.333,0.0,0.4
react-move,react-tools,https://github.com/react-tools/react-move,2019-08-28T02:13:08Z,2017-03-20T15:38:13Z,5977,62,185,5,JavaScript,0,34,460,6.304347826086956,236,":black_medium_small_square:React Move | Beautiful, data-driven animations for React","['react', 'animation', 'motion', 'movement', 'move', 'easing', 'interpolation', 'animate', 'transition-animation']",47,react-tools/react-move,2948,3389,393,20,58,Hierarchical,False,0,34.5,2.527,0.0,5.7
raw,rawgraphs,https://github.com/rawgraphs/raw,2019-07-30T16:48:36Z,2013-04-17T11:54:09Z,6143,343,1389,13,JavaScript,32,120,412,29.126213592233007,9,The missing link between spreadsheets and data visualization,"['svg', 'vector-graphics', 'data-visualization', 'rawgraphs', 'd3js', 'angular', 'data', 'ddj', 'design', 'visualization']",7,densitydesign/raw,3895,4768,760,5,34,Hierarchical,False,0,82.4,5.450,0.0,12.5
blockly,google,https://github.com/google/blockly,2019-08-29T01:17:04Z,2013-10-25T21:13:33Z,6785,464,2351,77,JavaScript,432,805,3241,29.373650107991363,607,The web-based visual programming editor.,[],9,google/blockly,111220,120117,17077,804,491,Hierarchical,False,1.2,38.5,0.536,0.2,26.3
easy-mock,easy-mock,https://github.com/easy-mock/easy-mock,2019-08-05T09:46:29Z,2017-08-27T13:59:29Z,6631,195,904,4,JavaScript,69,241,133,26.31578947368421,14,A persistent service that generates mock data quickly and provids visualization view.,"['mock', 'easy-mock', 'data-generator', 'swagger', 'javascript', 'vue']",12,easy-mock/easy-mock,3996,5230,50,19,91,Core-Periphery,True,9.9,37.4,2.910,0.0,4.2
vue-native-core,GeekyAnts,https://github.com/GeekyAnts/vue-native-core,2019-08-27T06:44:44Z,2018-02-23T11:44:30Z,6392,173,228,7,JavaScript,28,139,154,19.480519480519483,61,Vue Native is a framework to build cross platform native mobile apps using JavaScript,"['vue-native', 'vue', 'framework', 'javascript', 'ios', 'android', 'mobile-app-development']",5,GeekyAnts/vue-native-core,87707,112140,74403,103,462,Hierarchical,False,0.9,56.1,0.573,0.0,13.7
cube-ui,didi,https://github.com/didi/cube-ui,2019-08-29T05:14:26Z,2017-11-03T06:17:27Z,6949,202,1156,14,JavaScript,26,432,1064,17.857142857142858,276,:large_orange_diamond: A fantastic mobile ui lib implement by Vue,"['vue', 'vue-components', 'vue-ui', 'javascript', 'ui-library', 'cube-ui']",76,didi/cube-ui,137395,165216,137414,214,451,Hierarchical,False,0.9,27.7,0.419,0.0,7.8
deco-ide,decosoftware,https://github.com/decosoftware/deco-ide,2017-03-05T10:14:42Z,2016-05-19T21:29:00Z,5781,155,332,12,JavaScript,99,60,207,18.84057971014493,0,The React Native IDE,[],2,decosoftware/deco-ide,27722,33398,4703,131,1280,Hierarchical,False,0.2,16.6,0.189,0.0,59.2
turn.js,blasten,https://github.com/blasten/turn.js,2019-02-03T10:42:04Z,2012-02-05T20:07:10Z,5878,308,2069,3,JavaScript,342,288,34,17.647058823529413,0,The page flip effect for HTML5,[],0,blasten/turn.js,1214,1338,38,,5,Hierarchical,False,0,60.0,32.000,0.0,9.6
node-bunyan,trentm,https://github.com/trentm/node-bunyan,2019-04-07T19:15:13Z,2012-01-30T06:26:13Z,5942,123,482,33,JavaScript,193,244,689,26.124818577648767,0,a simple and fast JSON logging module for node.js services,[],108,trentm/node-bunyan,3134,3813,184,20,50,Hierarchical,False,0,4.0,2.040,0.0,20.1
stats.js,mrdoob,https://github.com/mrdoob/stats.js,2019-08-17T06:49:53Z,2010-04-08T11:54:17Z,6068,197,934,10,JavaScript,4,45,135,12.592592592592592,3,JavaScript Performance Monitor,[],16,mrdoob/stats.js,243,277,327,,7,Hierarchical,False,0,57.1,20.408,0.0,2.1
flowchart.js,adrai,https://github.com/adrai/flowchart.js,2019-07-25T06:10:13Z,2013-07-17T11:25:29Z,6120,257,918,13,JavaScript,74,66,168,20.238095238095237,17,Draws simple SVG flow chart diagrams from textual representation of the diagram,"['flowchart', 'diagram', 'javascript', 'svg']",38,adrai/flowchart.js,2353,2749,306,18,23,Hierarchical,False,0,0.0,4.348,0.0,9.1
flot,flot,https://github.com/flot/flot,2019-08-28T22:57:46Z,2011-01-26T15:48:51Z,5727,302,1533,72,JavaScript,392,869,944,40.04237288135593,145,Attractive JavaScript charts for jQuery,[],43,flot/flot,20964,25291,2819,6,99,Hierarchical,False,2.0,68.7,9.775,0.0,15.2
tippyjs,atomiks,https://github.com/atomiks/tippyjs,2019-08-15T04:44:47Z,2017-04-01T06:51:35Z,6423,73,367,8,JavaScript,18,447,868,23.27188940092166,394,Highly customizable tooltip and popover library,"['tooltip', 'popover', 'tippy']",70,atomiks/tippyjs,5457,6673,112,6,72,Hierarchical,False,2.8,54.2,3.877,0.0,4.6
vuido,mimecorg,https://github.com/mimecorg/vuido,2019-02-12T14:27:28Z,2018-05-17T18:12:02Z,5829,247,237,5,JavaScript,18,29,121,14.87603305785124,2,Native desktop applications using Vue.js.,"['vuido', 'vue', 'libui', 'desktop']",5,mimecorg/vuido,3396,4120,62,61,74,Hierarchical,False,2.7,51.4,3.543,0.0,0.1
freecodecamp.cn,huluoyang,https://github.com/huluoyang/freecodecamp.cn,2018-10-19T06:06:57Z,2016-03-30T02:31:33Z,5644,226,315,340,JavaScript,1,111,8652,33.0328247803976,0,随着FCC中文社区的快速发展和更多小伙伴的崛起，此项目已从个人项目升级到团队项目。详情请移步：,[],0,huluoyang/freecodecamp.cn,25648,31713,315,119,196,Hierarchical,False,1.5,46.9,1.242,0.0,50.8
elasticsearch-head,mobz,https://github.com/mobz/elasticsearch-head,2019-08-14T11:28:36Z,2011-06-16T00:49:07Z,6261,342,1329,65,JavaScript,133,157,582,24.914089347079038,15,A web front end for an elastic search cluster,[],1,mobz/elasticsearch-head,27185,33702,236,6,133,Hierarchical,False,0,7.5,0.859,0.0,10.7
ractive,ractivejs,https://github.com/ractivejs/ractive,2019-08-09T02:46:19Z,2012-07-31T13:08:09Z,5689,183,440,63,JavaScript,43,2231,5628,27.896233120113717,77,Next-generation DOM manipulation,[],86,ractivejs/ractive,44248,53931,1369,87,394,Multi-Core,False,5.6,29.4,3.117,0.0,5.8
webogram,zhukov,https://github.com/zhukov/webogram,2019-08-19T22:57:29Z,2014-01-05T14:22:23Z,5913,517,1910,54,JavaScript,252,1349,1790,40.72625698324022,13,"Telegram web application, GPL v3","['telegram', 'javascript', 'messenger', 'single-page-app', 'progressive-web-app']",14,zhukov/webogram,172199,198478,164506,164,997,Hierarchical,False,0.2,4.8,0.116,0.1,21.8
sizzle,jquery,https://github.com/jquery/sizzle,2019-08-21T23:04:26Z,2008-08-24T20:38:54Z,5695,306,925,19,JavaScript,16,208,983,35.8087487283825,24,A sizzlin' hot selector engine.,[],53,jquery/sizzle,34732,43074,11190,26,47,Multi-Core,False,4.3,34.0,3.395,0.0,44.0
URI.js,medialize,https://github.com/medialize/URI.js,2019-08-06T21:01:36Z,2011-12-27T10:46:47Z,5776,130,470,57,JavaScript,44,218,650,32.30769230769231,0,Javascript URL mutation library,"['uri-template', 'javascript', 'url-parser', 'url', 'uri', 'rfc-3986', 'rfc-6570', 'rfc-2732']",64,medialize/URI.js,8153,9460,1090,16,67,Core-Periphery,True,7.5,52.2,5.636,0.0,13.2
hls.js,video-dev,https://github.com/video-dev/hls.js,2019-08-29T10:54:19Z,2015-01-30T09:06:27Z,6351,335,1383,138,JavaScript,99,1401,4264,30.0187617260788,175,JavaScript HLS client using Media Source Extension,"['hls', 'html5', 'video', 'mediasource', 'javascript', 'http-live-streaming', 'ecmascript6', 'stream', 'streaming', 'native-hls', 'video-streaming', 'player']",171,video-dev/hls.js,17619,21599,670,62,143,Hierarchical,False,2.1,32.2,6.323,0.0,18.0
dejavu,appbaseio,https://github.com/appbaseio/dejavu,2019-08-28T18:50:29Z,2016-02-03T17:48:09Z,6120,131,380,3,JavaScript,27,242,294,30.612244897959183,326,"The Missing Web UI for Elasticsearch: Import, browse and edit data with rich filters and query views, create search UIs visually.","['elasticsearch-plugin', 'chrome-extension', 'dejavu', 'appbaseio', 'elasticsearch', 'database-gui', 'realtime-updates', 'elasticsearch-gui', 'react', 'reactjs', 'nosql', 'database']",52,appbaseio/dejavu,8751,10623,328,371,157,Hierarchical,False,3.2,41.4,9.660,0.0,3.1
jsoneditor,josdejong,https://github.com/josdejong/jsoneditor,2019-08-29T16:31:40Z,2012-04-19T13:05:41Z,6147,215,1354,43,JavaScript,67,538,1120,32.5,248,"A web-based tool to view, edit, format, and validate JSON",[],121,josdejong/jsoneditor,50562,63361,39574,98,98,Hierarchical,False,2.0,46.9,1.468,0.0,15.9
notebook,jupyter,https://github.com/jupyter/notebook,2019-08-22T04:03:46Z,2015-04-09T06:58:03Z,6201,307,2604,361,JavaScript,1485,1767,11394,24.723538704581358,279,Jupyter Interactive Notebook,[],53,jupyter/notebook,15733,19529,263,54,124,Hierarchical,False,0,0.0,0.806,0.0,22.7
lazy.js,dtao,https://github.com/dtao/lazy.js,2019-05-24T01:20:14Z,2013-05-10T14:33:46Z,5743,135,292,31,JavaScript,53,121,1002,17.26546906187625,0,"Like Underscore, but lazier",[],13,dtao/lazy.js,5374,7307,62,181,80,Hierarchical,False,0,0.0,1.250,0.0,46.8
layzr.js,callmecavs,https://github.com/callmecavs/layzr.js,2017-10-29T22:06:44Z,2015-04-08T03:03:08Z,5585,131,284,8,JavaScript,2,58,211,11.848341232227488,0,A modern lazy loading library for images.,"['lazy', 'load', 'image']",20,callmecavs/layzr.js,119,147,0,,6,Hierarchical,False,0,0.0,16.667,0.0,28.6
freeboard,Freeboard,https://github.com/Freeboard/freeboard,2018-11-10T21:18:26Z,2013-07-28T21:46:36Z,5715,318,1089,19,JavaScript,132,68,280,30.714285714285715,0,"A damn-sexy, open source real-time dashboard builder for IOT and other web mashups. A free open-source alternative to Geckoboard.",[],3,Freeboard/freeboard,31425,41339,11331,53,50,Hierarchical,False,0,22.0,2.320,0.0,13.4
cz-cli,commitizen,https://github.com/commitizen/cz-cli,2019-08-23T05:15:00Z,2015-04-20T01:11:39Z,6732,68,296,16,JavaScript,72,129,280,34.285714285714285,42,The commitizen command line utility.,"['commitizen', 'javascript', 'commit-hooks', 'node', 'semantic-versioning', 'semantic-release', 'command-line', 'utilities', 'commitizen-adapter', 'git']",61,commitizen/cz-cli,1257,1563,85,,45,Core-Periphery,True,6.7,20.0,16.938,0.0,33.7
react-dropzone,react-dropzone,https://github.com/react-dropzone/react-dropzone,2019-08-28T01:24:09Z,2014-09-27T11:57:09Z,6105,70,583,62,JavaScript,10,501,504,34.523809523809526,59,Simple HTML5 drag-drop zone with React.js.,"['react', 'drag-and-drop', 'file', 'file-upload']",128,react-dropzone/react-dropzone,2619,3185,568,10,19,Hierarchical,False,0,21.1,6.371,0.0,8.7
eruda,liriliri,https://github.com/liriliri/eruda,2019-08-07T06:56:31Z,2016-03-06T13:45:55Z,6406,214,596,3,JavaScript,14,85,524,27.29007633587786,37,Console for mobile browsers,"['console', 'mobile', 'debugger', 'developer-tools', 'eruda']",26,liriliri/eruda,7971,9881,1966,23,76,Hierarchical,False,2.6,56.6,4.172,0.0,46.1
breach_core,breach,https://github.com/breach/breach_core,2017-05-21T20:59:58Z,2013-09-20T16:05:01Z,5534,215,477,16,JavaScript,59,115,270,28.51851851851852,0,A Browser written in JS. Free. Modular. Hackable.,[],0,breach/breach_core,3826,5456,435,15,47,Borderline Core-Periphery,True,4.3,25.5,2.761,0.0,44.4
fkill-cli,sindresorhus,https://github.com/sindresorhus/fkill-cli,2019-08-21T21:55:42Z,2015-06-20T21:57:57Z,5683,56,161,2,JavaScript,13,29,78,15.384615384615385,11,Fabulously kill processes. Cross-platform.,"['nodejs', 'cli-app', 'cli', 'kill', 'unicorns', 'javascript', 'cross-platform', 'fabulous', 'process']",20,sindresorhus/fkill-cli,155,187,0,,4,Hierarchical,False,0,0.0,25.000,0.0,1.3
filepond,pqina,https://github.com/pqina/filepond,2019-08-29T13:56:20Z,2017-10-09T12:17:44Z,7608,135,379,3,JavaScript,20,329,245,33.06122448979592,129,🌊 A flexible and fun JavaScript file upload library,"['file-upload', 'drag-and-drop', 'javascript', 'vanilla', 'plugin', 'filepond', 'image-processing']",126,pqina/filepond,16121,20173,6070,,200,Hierarchical,False,1.5,23.0,7.888,0.0,19.7
ethereumbook,ethereumbook,https://github.com/ethereumbook/ethereumbook,2019-07-25T14:06:06Z,2016-08-10T15:07:54Z,6029,472,1617,107,JavaScript,16,122,2828,17.22065063649222,517,"Mastering Ethereum, by Andreas M. Antonopoulos, Gavin Wood","['ethereum', 'blockchain', 'oreilly', 'book', 'smart-contracts', 'solidity', 'dapp', 'truffle-framework', 'embark', 'web3js', 'token', 'devp2p']",2,ethereumbook/ethereumbook,1338,1604,179,3,70,Hierarchical,False,2.9,8.6,1.592,0.0,25.8
cytoscape.js,cytoscape,https://github.com/cytoscape/cytoscape.js,2019-08-28T12:29:45Z,2011-08-23T15:28:32Z,5912,221,1086,63,JavaScript,86,2176,4636,23.684210526315788,561,Graph theory (network) library for visualisation and analysis,"['cytoscapejs', 'graph-theory', 'visualisation', 'analysis', 'javascript', 'network']",176,cytoscape/cytoscape.js,99162,123603,68228,126,374,Hierarchical,False,3.2,66.8,1.766,0.5,17.9
30-days-of-react-native,fangwei716,https://github.com/fangwei716/30-days-of-react-native,2018-09-07T13:12:27Z,2016-03-04T23:33:03Z,5851,243,1365,3,JavaScript,46,28,72,9.722222222222223,0,30 days of React Native demos,"['react-native', 'ios']",0,fangwei716/30-days-of-react-native,4663,5356,654,79,42,Multi-Core,False,4.8,64.3,6.746,0.0,7.2
gm,aheckmann,https://github.com/aheckmann/gm,2019-08-15T01:44:42Z,2010-06-11T12:11:37Z,5793,122,554,67,JavaScript,280,330,631,18.54199683042789,0,GraphicsMagick for node,[],66,aheckmann/gm,4005,4909,117,1,201,Hierarchical,False,0,0.0,0.498,0.0,11.5
holder,imsky,https://github.com/imsky/holder,2019-01-13T14:56:30Z,2012-06-12T19:00:26Z,5590,221,599,31,JavaScript,32,129,500,25.4,8,:city_sunrise: Client-side image placeholders.,[],35,imsky/holder,6772,8354,4844,35,30,Hierarchical,False,0,10.0,3.556,0.0,18.5
regexr,gskinner,https://github.com/gskinner/regexr,2019-06-04T19:08:19Z,2014-03-07T06:21:39Z,5974,180,644,8,JavaScript,63,236,274,33.57664233576642,61,"RegExr is a HTML/JS based tool for creating, testing, and learning about Regular Expressions.",[],13,gskinner/regexr,12714,15301,70,81,85,Core-Periphery,True,27.1,27.1,18.062,0.0,15.7
react-rails,reactjs,https://github.com/reactjs/react-rails,2019-08-22T16:55:40Z,2013-07-25T18:27:18Z,5785,123,653,113,JavaScript,68,525,1060,28.20754716981132,36,"Integrate React.js with Rails views and controllers, the asset pipeline, or webpacker.","['react-rails', 'jsx', 'react', 'rails', 'ruby', 'sprockets', 'webpacker']",54,reactjs/react-rails,30086,38131,12486,49,150,Hierarchical,False,0,0.0,0.667,0.0,25.8
DCGAN-tensorflow,carpedm20,https://github.com/carpedm20/DCGAN-tensorflow,2019-07-15T23:55:45Z,2015-12-11T02:06:40Z,6019,244,2415,25,JavaScript,167,109,287,36.58536585365854,2,"A tensorflow implementation of ""Deep Convolutional Generative Adversarial Networks""","['tensorflow', 'dcgan', 'gan', 'generative-model']",0,carpedm20/DCGAN-tensorflow,2129,2716,310,18,10,Hierarchical,False,0,90.0,21.000,0.0,28.7
structor,ipselon,https://github.com/ipselon/structor,2019-02-13T15:30:41Z,2015-10-17T15:49:40Z,5532,211,440,11,JavaScript,37,77,461,9.327548806941431,2,Structor - React UI Builder [DEPRECATED],"['react', 'generator', 'react-components', 'scaffold', 'prototype', 'ui', 'presets', 'structor', 'webpack']",35,ipselon/structor,16645,23713,2733,271,728,Hierarchical,False,0.3,32.7,0.178,0.0,13.0
node-fs-extra,jprichardson,https://github.com/jprichardson/node-fs-extra,2019-07-31T02:32:26Z,2011-11-16T21:50:51Z,6057,76,534,51,JavaScript,30,423,1006,15.705765407554672,22,"Node.js: extra methods for the fs object like copy(), remove(), mkdirs()","['javascript', 'nodejs', 'filesystem', 'move', 'copy', 'remove', 'delete']",79,jprichardson/node-fs-extra,5978,7381,660,,99,Hierarchical,False,0,0.0,1.010,0.0,6.1
protobuf.js,protobufjs,https://github.com/protobufjs/protobuf.js,2019-08-25T12:38:47Z,2013-03-01T18:46:54Z,5990,189,911,22,JavaScript,259,779,667,27.586206896551722,23,Protocol Buffers for JavaScript (& TypeScript).,"['javascript', 'typescript', 'protobuf', 'serialization', 'protocol-buffers']",72,dcodeIO/protobuf.js,29349,34014,13909,300,208,Hierarchical,False,0,5.3,0.495,0.0,57.6
lime,marcotcr,https://github.com/marcotcr/lime,2019-08-14T11:49:58Z,2016-03-15T22:18:10Z,6371,270,993,34,JavaScript,19,284,404,26.237623762376238,48,Lime: Explaining the predictions of any machine learning classifier,[],17,marcotcr/lime,-389,3909,68,13,9,Hierarchical,False,0,55.6,17.284,0.0,-2016.5
node-glob,isaacs,https://github.com/isaacs/node-glob,2019-06-19T21:08:59Z,2009-11-02T05:02:29Z,5866,99,385,13,JavaScript,74,204,438,26.94063926940639,8,glob functionality for node.js,[],110,isaacs/node-glob,2315,2745,204,2,37,Hierarchical,False,0,0.0,2.703,0.0,9.1
node-cron,kelektiv,https://github.com/kelektiv/node-cron,2019-06-24T13:36:09Z,2010-06-23T01:25:18Z,5786,115,408,58,JavaScript,12,332,389,25.96401028277635,34,Cron for NodeJS.,[],28,kelektiv/node-cron,1566,1835,202,2,19,Hierarchical,False,0,0.0,5.263,0.0,5.3
bookshelf,bookshelf,https://github.com/bookshelf/bookshelf,2019-08-27T20:00:01Z,2013-03-06T03:07:32Z,5642,101,498,139,JavaScript,190,1294,1706,31.477139507620166,163,"A simple Node.js ORM for PostgreSQL, MySQL and SQLite3 built on top of Knex.js","['bookshelf', 'javascript', 'database', 'mysql', 'postgresql', 'sqlite', 'nodejs', 'orm']",79,bookshelf/bookshelf,11716,15339,8446,6,82,Core-Periphery,True,25.6,34.1,9.801,0.0,25.9
anyproxy,alibaba,https://github.com/alibaba/anyproxy,2019-04-19T12:24:28Z,2014-08-11T08:44:47Z,5835,278,963,17,JavaScript,178,244,472,19.279661016949152,16,A fully configurable http/https proxy in NodeJS,[],19,alibaba/anyproxy,5180,6870,1104,23,110,Hierarchical,False,0,15.5,1.107,0.0,13.1
director,flatiron,https://github.com/flatiron/director,2019-05-01T10:45:56Z,2010-04-24T00:22:38Z,5478,176,521,58,JavaScript,106,121,747,21.5528781793842,0,a tiny and isomorphic URL router for JavaScript,[],34,flatiron/director,3033,3915,542,,38,Core-Periphery,True,7.9,13.2,3.324,0.0,9.7
Framer,koenbok,https://github.com/koenbok/Framer,2019-05-07T20:15:48Z,2012-12-20T23:45:30Z,5471,284,507,45,JavaScript,169,188,3294,28.688524590163933,1,Framer - Design Everything,[],4,koenbok/Framer,23529,31698,47225,1684,207,Hierarchical,False,0,54.6,0.747,0.0,45.4
refluxjs,reflux,https://github.com/reflux/refluxjs,2019-06-25T17:30:58Z,2014-07-01T18:05:30Z,5429,156,355,67,JavaScript,25,372,579,29.533678756476682,0,A simple library for uni-directional dataflow application architecture with React extensions inspired by Flux,[],49,reflux/refluxjs,2468,3127,301,31,27,Hierarchical,False,0,0.0,3.704,0.0,22.2
postcss-cssnext,MoOx,https://github.com/MoOx/postcss-cssnext,2019-03-18T06:46:20Z,2014-08-01T06:49:41Z,5420,134,229,35,JavaScript,0,357,520,29.615384615384617,1,`postcss-cssnext` has been deprecated in favor of `postcss-preset-env`.,"['postcss', 'css', 'cssnext', 'postcss-plugins', 'javascript']",60,MoOx/postcss-cssnext,675,1436,0,9,95,Hierarchical,False,2.1,35.8,1.850,0.0,25.3
avalon,RubyLouvre,https://github.com/RubyLouvre/avalon,2019-03-11T15:06:57Z,2013-06-09T06:34:28Z,5463,485,1469,60,JavaScript,72,1834,4877,19.807258560590526,0,an elegant efficient express mvvm framework,[],86,RubyLouvre/avalon,33785,42207,6254,49,276,Hierarchical,False,1.8,47.1,2.330,0.4,18.3
fuelux,ExactTarget,https://github.com/ExactTarget/fuelux,2019-08-25T21:36:48Z,2012-07-06T12:12:47Z,5385,354,1135,66,JavaScript,76,912,3307,20.985787723011793,6,"Extends Twitter Bootstrap with additional lightweight JavaScript controls. Easy to install, customize, update, and optimize. All functionality covered by live documentation and unit tests.",[],85,ExactTarget/fuelux,22279,28705,21298,38,253,Hierarchical,False,0,9.1,0.428,0.0,12.4
react-router-tutorial,reactjs,https://github.com/reactjs/react-router-tutorial,2019-04-02T09:09:36Z,2016-02-10T04:15:20Z,5469,179,1828,23,JavaScript,51,104,97,38.144329896907216,0,,[],0,reactjs/react-router-tutorial,928,1127,0,,116,Hierarchical,False,1.7,57.8,1.576,0.0,1.8
flickity,metafizzy,https://github.com/metafizzy/flickity,2019-06-29T11:48:31Z,2014-12-15T22:30:57Z,5686,137,511,7,JavaScript,68,837,495,20.2020202020202,16,":leaves: Touch, responsive, flickable carousels",[],32,metafizzy/flickity,4588,5953,815,22,64,Hierarchical,False,0,53.1,6.543,0.0,28.1
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2019-08-06T17:15:27Z,2015-03-28T16:52:40Z,7597,304,2210,13,JavaScript,1,8,127,22.04724409448819,14,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,['rtfm'],0,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,19,21,0,,1,Hierarchical,False,0,0.0,100.000,0.0,5.3
sjcl,bitwiseshiftleft,https://github.com/bitwiseshiftleft/sjcl,2019-07-13T12:40:15Z,2010-05-26T22:12:06Z,5516,226,759,57,JavaScript,78,174,466,25.536480686695278,7,Stanford Javascript Crypto Library,[],9,bitwiseshiftleft/sjcl,21794,22901,1826,4,105,Hierarchical,False,1.9,11.4,1.116,0.0,6.5
deck.js,imakewebthings,https://github.com/imakewebthings/deck.js,2019-01-28T20:09:58Z,2011-05-24T04:23:15Z,5384,138,654,15,JavaScript,27,120,259,21.62162162162162,0,Modern HTML Presentations,[],3,imakewebthings/deck.js,2453,3670,1031,4,41,Multi-Core,False,4.9,68.3,6.246,0.0,27.1
GateOne,liftoff,https://github.com/liftoff/GateOne,2018-07-26T07:38:47Z,2011-10-12T19:17:25Z,5553,301,863,33,JavaScript,353,331,859,66.47264260768335,0,Gate One is an HTML5-powered terminal emulator and SSH client,[],3,liftoff/GateOne,50839,63185,20426,28,279,Core-Periphery,True,6.8,31.5,3.330,0.0,25.4
annyang,TalAter,https://github.com/TalAter/annyang,2019-06-08T22:02:49Z,2013-08-23T10:59:34Z,5528,242,920,29,JavaScript,25,276,600,16.5,38,:speech_balloon: Speech recognition for your site,"['speech-recognition', 'speech', 'speech-to-text', 'voice', 'hacktoberfest']",16,TalAter/annyang,2092,2724,158,,23,Hierarchical,False,0,43.5,5.860,0.0,24.0
vue-admin-template,PanJiaChen,https://github.com/PanJiaChen/vue-admin-template,2019-08-09T20:20:45Z,2017-06-26T05:41:14Z,7510,304,2780,1,JavaScript,102,297,165,25.454545454545453,75,a vue2.0 minimal admin template ,"['vue', 'vue-admin', 'element-ui', 'vue-cli', 'axios', 'vuex', 'javascript', 'vue-router']",7,PanJiaChen/vue-admin-template,1128,1335,0,,32,Hierarchical,False,0,37.5,5.566,0.0,12.4
DPlayer,MoePlayer,https://github.com/MoePlayer/DPlayer,2019-08-26T10:29:11Z,2016-05-03T14:11:22Z,6632,244,1126,19,JavaScript,118,302,536,27.798507462686565,47,":lollipop: Wow, such a lovely HTML5 danmaku video player","['dplayer', 'video', 'player', 'danmaku', 'hls', 'flv', 'dash', 'webtorrent']",40,MoePlayer/DPlayer,2595,3326,112,26,35,Borderline Core-Periphery,True,5.7,60.0,7.429,0.0,24.1
snabbdom,snabbdom,https://github.com/snabbdom/snabbdom,2019-08-26T07:48:32Z,2015-05-09T20:25:10Z,6192,139,575,64,JavaScript,93,155,449,26.7260579064588,13,"A virtual DOM library with focus on simplicity, modularity, powerful features and performance.","['virtual-dom-library', 'snabbdom']",31,snabbdom/snabbdom,5971,7336,2584,,62,Core-Periphery,True,17.7,41.9,6.270,0.0,4.1
